materia,curso_id,tipo_evaluacion_id,trimestre_id,titulo,descripcion,porcentaje_nota_final,fecha_registro
Educación Física,3,3,9,PARTICIPACION 3,Participación en Educación Física,1,2023-11-22
Educación Física,3,3,9,PARTICIPACION 4,Participación en Educación Física,1,2023-10-23
Educación Física,3,3,9,PARTICIPACION 5,Participación en Educación Física,1,2023-11-27
Artes Plásticas,3,3,7,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-04-12
Artes Plásticas,3,3,7,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-04-04
Artes Plásticas,3,3,7,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-04-05
Artes Plásticas,3,3,7,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-02-25
Artes Plásticas,3,3,7,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-02-21
Artes Plásticas,3,3,8,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-05-21
Artes Plásticas,3,3,8,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-07-07
Artes Plásticas,3,3,8,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-08-16
Artes Plásticas,3,3,8,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-08-21
Artes Plásticas,3,3,8,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-06-11
Artes Plásticas,3,3,9,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-10-02
Artes Plásticas,3,3,9,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-12-16
Artes Plásticas,3,3,9,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-12-10
Artes Plásticas,3,3,9,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-11-24
Artes Plásticas,3,3,9,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-10-13
Música,3,3,7,PARTICIPACION 1,Participación en Música,1,2023-04-16
Música,3,3,7,PARTICIPACION 2,Participación en Música,1,2023-02-09
Música,3,3,7,PARTICIPACION 3,Participación en Música,1,2023-03-05
Música,3,3,7,PARTICIPACION 4,Participación en Música,1,2023-02-20
Música,3,3,7,PARTICIPACION 5,Participación en Música,1,2023-04-28
Música,3,3,8,PARTICIPACION 1,Participación en Música,1,2023-07-15
Música,3,3,8,PARTICIPACION 2,Participación en Música,1,2023-06-21
Música,3,3,8,PARTICIPACION 3,Participación en Música,1,2023-06-17
Música,3,3,8,PARTICIPACION 4,Participación en Música,1,2023-07-15
Música,3,3,8,PARTICIPACION 5,Participación en Música,1,2023-06-22
Música,3,3,9,PARTICIPACION 1,Participación en Música,1,2023-10-14
Música,3,3,9,PARTICIPACION 2,Participación en Música,1,2023-12-15
Música,3,3,9,PARTICIPACION 3,Participación en Música,1,2023-11-10
Música,3,3,9,PARTICIPACION 4,Participación en Música,1,2023-11-04
Música,3,3,9,PARTICIPACION 5,Participación en Música,1,2023-10-26
Religión,3,3,7,PARTICIPACION 1,Participación en Religión,1,2023-02-22
Religión,3,3,7,PARTICIPACION 2,Participación en Religión,1,2023-03-08
Religión,3,3,7,PARTICIPACION 3,Participación en Religión,1,2023-04-28
Religión,3,3,7,PARTICIPACION 4,Participación en Religión,1,2023-04-05
Religión,3,3,7,PARTICIPACION 5,Participación en Religión,1,2023-03-22
Religión,3,3,8,PARTICIPACION 1,Participación en Religión,1,2023-06-15
Religión,3,3,8,PARTICIPACION 2,Participación en Religión,1,2023-07-30
Religión,3,3,8,PARTICIPACION 3,Participación en Religión,1,2023-05-15
Religión,3,3,8,PARTICIPACION 4,Participación en Religión,1,2023-05-03
Religión,3,3,8,PARTICIPACION 5,Participación en Religión,1,2023-07-15
Religión,3,3,9,PARTICIPACION 1,Participación en Religión,1,2023-11-25
Religión,3,3,9,PARTICIPACION 2,Participación en Religión,1,2023-11-21
Religión,3,3,9,PARTICIPACION 3,Participación en Religión,1,2023-11-03
Religión,3,3,9,PARTICIPACION 4,Participación en Religión,1,2023-10-16
Religión,3,3,9,PARTICIPACION 5,Participación en Religión,1,2023-10-31
Matemáticas,4,3,7,PARTICIPACION 1,Participación en Matemáticas,1,2023-02-24
Matemáticas,4,3,7,PARTICIPACION 2,Participación en Matemáticas,1,2023-04-22
Matemáticas,4,3,7,PARTICIPACION 3,Participación en Matemáticas,1,2023-03-06
Matemáticas,4,3,7,PARTICIPACION 4,Participación en Matemáticas,1,2023-02-22
Matemáticas,4,3,7,PARTICIPACION 5,Participación en Matemáticas,1,2023-02-07
Matemáticas,4,3,8,PARTICIPACION 1,Participación en Matemáticas,1,2023-07-05
Matemáticas,4,3,8,PARTICIPACION 2,Participación en Matemáticas,1,2023-06-28
Matemáticas,4,3,8,PARTICIPACION 3,Participación en Matemáticas,1,2023-08-19
Matemáticas,4,3,8,PARTICIPACION 4,Participación en Matemáticas,1,2023-08-07
Matemáticas,4,3,8,PARTICIPACION 5,Participación en Matemáticas,1,2023-08-27
Matemáticas,4,3,9,PARTICIPACION 1,Participación en Matemáticas,1,2023-11-01
Matemáticas,4,3,9,PARTICIPACION 2,Participación en Matemáticas,1,2023-11-03
Matemáticas,4,3,9,PARTICIPACION 3,Participación en Matemáticas,1,2023-11-27
Matemáticas,4,3,9,PARTICIPACION 4,Participación en Matemáticas,1,2023-12-15
Matemáticas,4,3,9,PARTICIPACION 5,Participación en Matemáticas,1,2023-12-20
Lenguaje,4,3,7,PARTICIPACION 1,Participación en Lenguaje,1,2023-03-27
Lenguaje,4,3,7,PARTICIPACION 2,Participación en Lenguaje,1,2023-02-24
Lenguaje,4,3,7,PARTICIPACION 3,Participación en Lenguaje,1,2023-04-04
Lenguaje,4,3,7,PARTICIPACION 4,Participación en Lenguaje,1,2023-02-08
Lenguaje,4,3,7,PARTICIPACION 5,Participación en Lenguaje,1,2023-04-11
Lenguaje,4,3,8,PARTICIPACION 1,Participación en Lenguaje,1,2023-07-15
Lenguaje,4,3,8,PARTICIPACION 2,Participación en Lenguaje,1,2023-05-18
Lenguaje,4,3,8,PARTICIPACION 3,Participación en Lenguaje,1,2023-05-19
Lenguaje,4,3,8,PARTICIPACION 4,Participación en Lenguaje,1,2023-08-20
Lenguaje,4,3,8,PARTICIPACION 5,Participación en Lenguaje,1,2023-08-01
Lenguaje,4,3,9,PARTICIPACION 1,Participación en Lenguaje,1,2023-11-03
Lenguaje,4,3,9,PARTICIPACION 2,Participación en Lenguaje,1,2023-10-10
Lenguaje,4,3,9,PARTICIPACION 3,Participación en Lenguaje,1,2023-10-24
Lenguaje,4,3,9,PARTICIPACION 4,Participación en Lenguaje,1,2023-12-17
Lenguaje,4,3,9,PARTICIPACION 5,Participación en Lenguaje,1,2023-10-27
Ciencias Naturales,4,3,7,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-04-15
Ciencias Naturales,4,3,7,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-04-01
Ciencias Naturales,4,3,7,PARTICIPACION 3,Participación en Ciencias Naturales,1,2023-04-10
Ciencias Naturales,4,3,7,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-04-30
Ciencias Naturales,4,3,7,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-04-10
Ciencias Naturales,4,3,8,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-08-17
Ciencias Naturales,4,3,8,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-08-31
Ciencias Naturales,4,3,8,PARTICIPACION 3,Participación en Ciencias Naturales,1,2023-07-11
Ciencias Naturales,4,3,8,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-07-10
Ciencias Naturales,4,3,8,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-07-03
Ciencias Naturales,4,3,9,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-10-16
Ciencias Naturales,4,3,9,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-11-05
Ciencias Naturales,4,3,9,PARTICIPACION 3,Participación en Ciencias Naturales,1,2023-10-13
Ciencias Naturales,4,3,9,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-11-10
Ciencias Naturales,4,3,9,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-10-28
Ciencias Sociales,4,3,7,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-02-13
Ciencias Sociales,4,3,7,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-03-02
Ciencias Sociales,4,3,7,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-03-14
Ciencias Sociales,4,3,7,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-02-06
Ciencias Sociales,4,3,7,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-02-28
Ciencias Sociales,4,3,8,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-08-30
Ciencias Sociales,4,3,8,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-05-08
Ciencias Sociales,4,3,8,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-07-11
Ciencias Sociales,4,3,8,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-08-02
Ciencias Sociales,4,3,8,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-06-24
Ciencias Sociales,4,3,9,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-12-10
Ciencias Sociales,4,3,9,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-11-28
Ciencias Sociales,4,3,9,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-10-31
Ciencias Sociales,4,3,9,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-12-15
Ciencias Sociales,4,3,9,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-12-15
Educación Física,4,3,7,PARTICIPACION 1,Participación en Educación Física,1,2023-04-23
Educación Física,4,3,7,PARTICIPACION 2,Participación en Educación Física,1,2023-03-31
Educación Física,4,3,7,PARTICIPACION 3,Participación en Educación Física,1,2023-03-31
Educación Física,4,3,7,PARTICIPACION 4,Participación en Educación Física,1,2023-02-10
Educación Física,4,3,7,PARTICIPACION 5,Participación en Educación Física,1,2023-02-28
Educación Física,4,3,8,PARTICIPACION 1,Participación en Educación Física,1,2023-07-02
Educación Física,4,3,8,PARTICIPACION 2,Participación en Educación Física,1,2023-08-14
Educación Física,4,3,8,PARTICIPACION 3,Participación en Educación Física,1,2023-08-06
Educación Física,4,3,8,PARTICIPACION 4,Participación en Educación Física,1,2023-05-10
Educación Física,4,3,8,PARTICIPACION 5,Participación en Educación Física,1,2023-06-27
Educación Física,4,3,9,PARTICIPACION 1,Participación en Educación Física,1,2023-10-29
Educación Física,4,3,9,PARTICIPACION 2,Participación en Educación Física,1,2023-11-19
Educación Física,4,3,9,PARTICIPACION 3,Participación en Educación Física,1,2023-11-11
Educación Física,4,3,9,PARTICIPACION 4,Participación en Educación Física,1,2023-10-18
Educación Física,4,3,9,PARTICIPACION 5,Participación en Educación Física,1,2023-10-19
Artes Plásticas,4,3,7,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-03-30
Artes Plásticas,4,3,7,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-04-14
Artes Plásticas,4,3,7,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-03-03
Artes Plásticas,4,3,7,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-03-30
Artes Plásticas,4,3,7,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-02-25
Artes Plásticas,4,3,8,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-06-24
Artes Plásticas,4,3,8,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-08-02
Artes Plásticas,4,3,8,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-05-15
Artes Plásticas,4,3,8,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-07-08
Artes Plásticas,4,3,8,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-08-21
Artes Plásticas,4,3,9,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-10-03
Artes Plásticas,4,3,9,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-11-21
Artes Plásticas,4,3,9,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-10-09
Artes Plásticas,4,3,9,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-10-10
Artes Plásticas,4,3,9,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-10-22
Música,4,3,7,PARTICIPACION 1,Participación en Música,1,2023-02-26
Música,4,3,7,PARTICIPACION 2,Participación en Música,1,2023-04-26
Música,4,3,7,PARTICIPACION 3,Participación en Música,1,2023-02-23
Música,4,3,7,PARTICIPACION 4,Participación en Música,1,2023-03-18
Música,4,3,7,PARTICIPACION 5,Participación en Música,1,2023-03-28
Música,4,3,8,PARTICIPACION 1,Participación en Música,1,2023-05-26
Música,4,3,8,PARTICIPACION 2,Participación en Música,1,2023-08-14
Música,4,3,8,PARTICIPACION 3,Participación en Música,1,2023-07-25
Música,4,3,8,PARTICIPACION 4,Participación en Música,1,2023-08-10
Música,4,3,8,PARTICIPACION 5,Participación en Música,1,2023-05-02
Música,4,3,9,PARTICIPACION 1,Participación en Música,1,2023-12-17
Música,4,3,9,PARTICIPACION 2,Participación en Música,1,2023-10-02
Música,4,3,9,PARTICIPACION 3,Participación en Música,1,2023-10-07
Música,4,3,9,PARTICIPACION 4,Participación en Música,1,2023-10-09
Música,4,3,9,PARTICIPACION 5,Participación en Música,1,2023-12-07
Religión,4,3,7,PARTICIPACION 1,Participación en Religión,1,2023-03-13
Religión,4,3,7,PARTICIPACION 2,Participación en Religión,1,2023-02-25
Religión,4,3,7,PARTICIPACION 3,Participación en Religión,1,2023-02-21
Religión,4,3,7,PARTICIPACION 4,Participación en Religión,1,2023-02-05
Religión,4,3,7,PARTICIPACION 5,Participación en Religión,1,2023-04-23
Religión,4,3,8,PARTICIPACION 1,Participación en Religión,1,2023-05-04
Religión,4,3,8,PARTICIPACION 2,Participación en Religión,1,2023-05-28
Religión,4,3,8,PARTICIPACION 3,Participación en Religión,1,2023-08-25
Religión,4,3,8,PARTICIPACION 4,Participación en Religión,1,2023-07-01
Religión,4,3,8,PARTICIPACION 5,Participación en Religión,1,2023-07-09
Religión,4,3,9,PARTICIPACION 1,Participación en Religión,1,2023-12-06
Religión,4,3,9,PARTICIPACION 2,Participación en Religión,1,2023-10-26
Religión,4,3,9,PARTICIPACION 3,Participación en Religión,1,2023-10-30
Religión,4,3,9,PARTICIPACION 4,Participación en Religión,1,2023-10-28
Religión,4,3,9,PARTICIPACION 5,Participación en Religión,1,2023-10-10
Matemáticas,5,3,7,PARTICIPACION 1,Participación en Matemáticas,1,2023-02-14
Matemáticas,5,3,7,PARTICIPACION 2,Participación en Matemáticas,1,2023-04-30
Matemáticas,5,3,7,PARTICIPACION 3,Participación en Matemáticas,1,2023-03-17
Matemáticas,5,3,7,PARTICIPACION 4,Participación en Matemáticas,1,2023-03-22
Matemáticas,5,3,7,PARTICIPACION 5,Participación en Matemáticas,1,2023-04-02
Matemáticas,5,3,8,PARTICIPACION 1,Participación en Matemáticas,1,2023-06-03
Matemáticas,5,3,8,PARTICIPACION 2,Participación en Matemáticas,1,2023-06-21
Matemáticas,5,3,8,PARTICIPACION 3,Participación en Matemáticas,1,2023-08-13
Matemáticas,5,3,8,PARTICIPACION 4,Participación en Matemáticas,1,2023-07-15
Matemáticas,5,3,8,PARTICIPACION 5,Participación en Matemáticas,1,2023-05-03
Matemáticas,5,3,9,PARTICIPACION 1,Participación en Matemáticas,1,2023-10-14
Matemáticas,5,3,9,PARTICIPACION 2,Participación en Matemáticas,1,2023-10-21
Matemáticas,5,3,9,PARTICIPACION 3,Participación en Matemáticas,1,2023-11-23
Matemáticas,5,3,9,PARTICIPACION 4,Participación en Matemáticas,1,2023-12-06
Matemáticas,5,3,9,PARTICIPACION 5,Participación en Matemáticas,1,2023-10-16
Lenguaje,5,3,7,PARTICIPACION 1,Participación en Lenguaje,1,2023-02-05
Lenguaje,5,3,7,PARTICIPACION 2,Participación en Lenguaje,1,2023-04-06
Lenguaje,5,3,7,PARTICIPACION 3,Participación en Lenguaje,1,2023-02-19
Lenguaje,5,3,7,PARTICIPACION 4,Participación en Lenguaje,1,2023-03-26
Lenguaje,5,3,7,PARTICIPACION 5,Participación en Lenguaje,1,2023-03-20
Lenguaje,5,3,8,PARTICIPACION 1,Participación en Lenguaje,1,2023-07-29
Lenguaje,5,3,8,PARTICIPACION 2,Participación en Lenguaje,1,2023-08-09
Lenguaje,5,3,8,PARTICIPACION 3,Participación en Lenguaje,1,2023-07-18
Lenguaje,5,3,8,PARTICIPACION 4,Participación en Lenguaje,1,2023-08-03
Lenguaje,5,3,8,PARTICIPACION 5,Participación en Lenguaje,1,2023-06-13
Lenguaje,5,3,9,PARTICIPACION 1,Participación en Lenguaje,1,2023-12-05
Lenguaje,5,3,9,PARTICIPACION 2,Participación en Lenguaje,1,2023-12-05
Lenguaje,5,3,9,PARTICIPACION 3,Participación en Lenguaje,1,2023-12-04
Lenguaje,5,3,9,PARTICIPACION 4,Participación en Lenguaje,1,2023-10-19
Lenguaje,5,3,9,PARTICIPACION 5,Participación en Lenguaje,1,2023-10-10
Ciencias Naturales,5,3,7,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-03-16
Ciencias Naturales,5,3,7,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-03-15
Ciencias Naturales,5,3,7,PARTICIPACION 3,Participación en Ciencias Naturales,1,2023-03-28
Ciencias Naturales,5,3,7,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-04-14
Ciencias Naturales,5,3,7,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-03-18
Ciencias Naturales,5,3,8,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-08-20
Ciencias Naturales,5,3,8,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-06-18
Ciencias Naturales,5,3,8,PARTICIPACION 3,Participación en Ciencias Naturales,1,2023-06-15
Ciencias Naturales,5,3,8,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-08-10
Ciencias Naturales,5,3,8,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-06-24
Ciencias Naturales,5,3,9,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-11-12
Ciencias Naturales,5,3,9,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-11-10
Ciencias Naturales,5,3,9,PARTICIPACION 3,Participación en Ciencias Naturales,1,2023-12-20
Ciencias Naturales,5,3,9,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-10-14
Ciencias Naturales,5,3,9,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-12-17
Ciencias Sociales,5,3,7,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-02-13
Ciencias Sociales,5,3,7,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-04-03
Ciencias Sociales,5,3,7,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-03-04
Ciencias Sociales,5,3,7,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-03-31
Ciencias Sociales,5,3,7,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-02-16
Ciencias Sociales,5,3,8,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-06-20
Ciencias Sociales,5,3,8,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-08-20
Ciencias Sociales,5,3,8,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-06-28
Ciencias Sociales,5,3,8,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-08-06
Ciencias Sociales,5,3,8,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-07-17
Ciencias Sociales,5,3,9,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-10-11
Ciencias Sociales,5,3,9,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-10-31
Ciencias Sociales,5,3,9,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-10-13
Ciencias Sociales,5,3,9,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-11-02
Ciencias Sociales,5,3,9,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-12-14
Educación Física,5,3,7,PARTICIPACION 1,Participación en Educación Física,1,2023-02-21
Educación Física,5,3,7,PARTICIPACION 2,Participación en Educación Física,1,2023-03-17
Educación Física,5,3,7,PARTICIPACION 3,Participación en Educación Física,1,2023-02-28
Educación Física,5,3,7,PARTICIPACION 4,Participación en Educación Física,1,2023-03-21
Educación Física,5,3,7,PARTICIPACION 5,Participación en Educación Física,1,2023-03-12
Educación Física,5,3,8,PARTICIPACION 1,Participación en Educación Física,1,2023-05-16
Educación Física,5,3,8,PARTICIPACION 2,Participación en Educación Física,1,2023-08-07
Educación Física,5,3,8,PARTICIPACION 3,Participación en Educación Física,1,2023-08-17
Educación Física,5,3,8,PARTICIPACION 4,Participación en Educación Física,1,2023-08-19
Educación Física,5,3,8,PARTICIPACION 5,Participación en Educación Física,1,2023-06-12
Educación Física,5,3,9,PARTICIPACION 1,Participación en Educación Física,1,2023-11-06
Educación Física,5,3,9,PARTICIPACION 2,Participación en Educación Física,1,2023-10-15
Educación Física,5,3,9,PARTICIPACION 3,Participación en Educación Física,1,2023-11-17
Educación Física,5,3,9,PARTICIPACION 4,Participación en Educación Física,1,2023-11-15
Educación Física,5,3,9,PARTICIPACION 5,Participación en Educación Física,1,2023-10-09
Artes Plásticas,5,3,7,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-03-07
Artes Plásticas,5,3,7,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-03-31
Artes Plásticas,5,3,7,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-02-22
Artes Plásticas,5,3,7,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-03-11
Artes Plásticas,5,3,7,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-04-07
Artes Plásticas,5,3,8,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-06-17
Artes Plásticas,5,3,8,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-07-07
Artes Plásticas,5,3,8,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-06-21
Artes Plásticas,5,3,8,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-07-24
Artes Plásticas,5,3,8,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-05-02
Artes Plásticas,5,3,9,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-10-29
Artes Plásticas,5,3,9,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-10-24
Artes Plásticas,5,3,9,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-10-26
Artes Plásticas,5,3,9,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-10-20
Artes Plásticas,5,3,9,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-12-04
Música,5,3,7,PARTICIPACION 1,Participación en Música,1,2023-03-07
Música,5,3,7,PARTICIPACION 2,Participación en Música,1,2023-02-21
Música,5,3,7,PARTICIPACION 3,Participación en Música,1,2023-02-06
Música,5,3,7,PARTICIPACION 4,Participación en Música,1,2023-03-18
Música,5,3,7,PARTICIPACION 5,Participación en Música,1,2023-03-07
Música,5,3,8,PARTICIPACION 1,Participación en Música,1,2023-05-02
Música,5,3,8,PARTICIPACION 2,Participación en Música,1,2023-05-01
Música,5,3,8,PARTICIPACION 3,Participación en Música,1,2023-05-17
Música,5,3,8,PARTICIPACION 4,Participación en Música,1,2023-08-31
Música,5,3,8,PARTICIPACION 5,Participación en Música,1,2023-07-06
Música,5,3,9,PARTICIPACION 1,Participación en Música,1,2023-10-11
Música,5,3,9,PARTICIPACION 2,Participación en Música,1,2023-10-07
Música,5,3,9,PARTICIPACION 3,Participación en Música,1,2023-11-05
Música,5,3,9,PARTICIPACION 4,Participación en Música,1,2023-11-02
Música,5,3,9,PARTICIPACION 5,Participación en Música,1,2023-11-25
Religión,5,3,7,PARTICIPACION 1,Participación en Religión,1,2023-02-04
Religión,5,3,7,PARTICIPACION 2,Participación en Religión,1,2023-03-26
Religión,5,3,7,PARTICIPACION 3,Participación en Religión,1,2023-03-14
Religión,5,3,7,PARTICIPACION 4,Participación en Religión,1,2023-02-09
Religión,5,3,7,PARTICIPACION 5,Participación en Religión,1,2023-03-16
Religión,5,3,8,PARTICIPACION 1,Participación en Religión,1,2023-07-19
Religión,5,3,8,PARTICIPACION 2,Participación en Religión,1,2023-06-01
Religión,5,3,8,PARTICIPACION 3,Participación en Religión,1,2023-06-05
Religión,5,3,8,PARTICIPACION 4,Participación en Religión,1,2023-07-05
Religión,5,3,8,PARTICIPACION 5,Participación en Religión,1,2023-08-16
Religión,5,3,9,PARTICIPACION 1,Participación en Religión,1,2023-12-17
Religión,5,3,9,PARTICIPACION 2,Participación en Religión,1,2023-11-05
Religión,5,3,9,PARTICIPACION 3,Participación en Religión,1,2023-11-13
Religión,5,3,9,PARTICIPACION 4,Participación en Religión,1,2023-11-19
Religión,5,3,9,PARTICIPACION 5,Participación en Religión,1,2023-12-13
Matemáticas,6,3,7,PARTICIPACION 1,Participación en Matemáticas,1,2023-02-23
Matemáticas,6,3,7,PARTICIPACION 2,Participación en Matemáticas,1,2023-03-05
Matemáticas,6,3,7,PARTICIPACION 3,Participación en Matemáticas,1,2023-02-14
Matemáticas,6,3,7,PARTICIPACION 4,Participación en Matemáticas,1,2023-02-09
Matemáticas,6,3,7,PARTICIPACION 5,Participación en Matemáticas,1,2023-04-19
Matemáticas,6,3,8,PARTICIPACION 1,Participación en Matemáticas,1,2023-08-14
Matemáticas,6,3,8,PARTICIPACION 2,Participación en Matemáticas,1,2023-08-17
Matemáticas,6,3,8,PARTICIPACION 3,Participación en Matemáticas,1,2023-08-26
Matemáticas,6,3,8,PARTICIPACION 4,Participación en Matemáticas,1,2023-06-26
Matemáticas,6,3,8,PARTICIPACION 5,Participación en Matemáticas,1,2023-08-10
Matemáticas,6,3,9,PARTICIPACION 1,Participación en Matemáticas,1,2023-12-18
Matemáticas,6,3,9,PARTICIPACION 2,Participación en Matemáticas,1,2023-12-11
Matemáticas,6,3,9,PARTICIPACION 3,Participación en Matemáticas,1,2023-10-14
Matemáticas,6,3,9,PARTICIPACION 4,Participación en Matemáticas,1,2023-11-13
Matemáticas,6,3,9,PARTICIPACION 5,Participación en Matemáticas,1,2023-12-04
Lenguaje,6,3,7,PARTICIPACION 1,Participación en Lenguaje,1,2023-04-24
Lenguaje,6,3,7,PARTICIPACION 2,Participación en Lenguaje,1,2023-04-21
Lenguaje,6,3,7,PARTICIPACION 3,Participación en Lenguaje,1,2023-02-19
Lenguaje,6,3,7,PARTICIPACION 4,Participación en Lenguaje,1,2023-02-18
Lenguaje,6,3,7,PARTICIPACION 5,Participación en Lenguaje,1,2023-04-22
Lenguaje,6,3,8,PARTICIPACION 1,Participación en Lenguaje,1,2023-05-22
Lenguaje,6,3,8,PARTICIPACION 2,Participación en Lenguaje,1,2023-07-09
Lenguaje,6,3,8,PARTICIPACION 3,Participación en Lenguaje,1,2023-07-21
Lenguaje,6,3,8,PARTICIPACION 4,Participación en Lenguaje,1,2023-06-16
Lenguaje,6,3,8,PARTICIPACION 5,Participación en Lenguaje,1,2023-06-26
Lenguaje,6,3,9,PARTICIPACION 1,Participación en Lenguaje,1,2023-12-07
Lenguaje,6,3,9,PARTICIPACION 2,Participación en Lenguaje,1,2023-11-10
Lenguaje,6,3,9,PARTICIPACION 3,Participación en Lenguaje,1,2023-12-16
Lenguaje,6,3,9,PARTICIPACION 4,Participación en Lenguaje,1,2023-10-04
Lenguaje,6,3,9,PARTICIPACION 5,Participación en Lenguaje,1,2023-12-06
Ciencias Naturales,6,3,7,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-02-17
Ciencias Naturales,6,3,7,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-03-16
