materia,curso_id,tipo_evaluacion_id,trimestre_id,titulo,descripcion,porcentaje_nota_final,fecha_registro,criterios_participacion,escala_calificacion
Ciencias Sociales,4,3,5,PARTICIPACION 4,Participación en Ciencias Sociales - Segundo Trimestre 2022,2.5,2022-08-17,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Ciencias Sociales,4,3,6,PARTICIPACION 1,Participación en Ciencias Sociales - Tercer Trimestre 2022,2.5,2022-12-12,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Ciencias Sociales,4,3,6,PARTICIPACION 2,Participación en Ciencias Sociales - Tercer Trimestre 2022,2.5,2022-11-08,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Ciencias Sociales,4,3,6,PARTICIPACION 3,Participación en Ciencias Sociales - Tercer Trimestre 2022,2.5,2022-11-14,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Ciencias Sociales,4,3,6,PARTICIPACION 4,Participación en Ciencias Sociales - Tercer Trimestre 2022,2.5,2022-09-28,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Educación Física,4,3,4,PARTICIPACION 1,Participación en Educación Física - Primer Trimestre 2022,2.5,2022-04-07,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Educación Física,4,3,4,PARTICIPACION 2,Participación en Educación Física - Primer Trimestre 2022,2.5,2022-04-05,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Educación Física,4,3,4,PARTICIPACION 3,Participación en Educación Física - Primer Trimestre 2022,2.5,2022-02-16,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Educación Física,4,3,4,PARTICIPACION 4,Participación en Educación Física - Primer Trimestre 2022,2.5,2022-04-30,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Educación Física,4,3,5,PARTICIPACION 1,Participación en Educación Física - Segundo Trimestre 2022,2.5,2022-06-03,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Educación Física,4,3,5,PARTICIPACION 2,Participación en Educación Física - Segundo Trimestre 2022,2.5,2022-05-26,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Educación Física,4,3,5,PARTICIPACION 3,Participación en Educación Física - Segundo Trimestre 2022,2.5,2022-07-22,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Educación Física,4,3,5,PARTICIPACION 4,Participación en Educación Física - Segundo Trimestre 2022,2.5,2022-06-18,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",CUALITATIVA
Educación Física,4,3,6,PARTICIPACION 1,Participación en Educación Física - Tercer Trimestre 2022,2.5,2022-09-09,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Educación Física,4,3,6,PARTICIPACION 2,Participación en Educación Física - Tercer Trimestre 2022,2.5,2022-11-29,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Educación Física,4,3,6,PARTICIPACION 3,Participación en Educación Física - Tercer Trimestre 2022,2.5,2022-10-12,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Educación Física,4,3,6,PARTICIPACION 4,Participación en Educación Física - Tercer Trimestre 2022,2.5,2022-12-06,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Artes Plásticas,4,3,4,PARTICIPACION 1,Participación en Artes Plásticas - Primer Trimestre 2022,2.5,2022-04-07,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Artes Plásticas,4,3,4,PARTICIPACION 2,Participación en Artes Plásticas - Primer Trimestre 2022,2.5,2022-04-10,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Artes Plásticas,4,3,4,PARTICIPACION 3,Participación en Artes Plásticas - Primer Trimestre 2022,2.5,2022-02-28,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Artes Plásticas,4,3,4,PARTICIPACION 4,Participación en Artes Plásticas - Primer Trimestre 2022,2.5,2022-02-04,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Artes Plásticas,4,3,5,PARTICIPACION 1,Participación en Artes Plásticas - Segundo Trimestre 2022,2.5,2022-08-13,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Artes Plásticas,4,3,5,PARTICIPACION 2,Participación en Artes Plásticas - Segundo Trimestre 2022,2.5,2022-06-09,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Artes Plásticas,4,3,5,PARTICIPACION 3,Participación en Artes Plásticas - Segundo Trimestre 2022,2.5,2022-07-28,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Artes Plásticas,4,3,5,PARTICIPACION 4,Participación en Artes Plásticas - Segundo Trimestre 2022,2.5,2022-05-03,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Artes Plásticas,4,3,6,PARTICIPACION 1,Participación en Artes Plásticas - Tercer Trimestre 2022,2.5,2022-10-09,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Artes Plásticas,4,3,6,PARTICIPACION 2,Participación en Artes Plásticas - Tercer Trimestre 2022,2.5,2022-09-16,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Artes Plásticas,4,3,6,PARTICIPACION 3,Participación en Artes Plásticas - Tercer Trimestre 2022,2.5,2022-12-13,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Artes Plásticas,4,3,6,PARTICIPACION 4,Participación en Artes Plásticas - Tercer Trimestre 2022,2.5,2022-09-02,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Música,4,3,4,PARTICIPACION 1,Participación en Música - Primer Trimestre 2022,2.5,2022-03-06,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Música,4,3,4,PARTICIPACION 2,Participación en Música - Primer Trimestre 2022,2.5,2022-04-30,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Música,4,3,4,PARTICIPACION 3,Participación en Música - Primer Trimestre 2022,2.5,2022-02-25,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Música,4,3,4,PARTICIPACION 4,Participación en Música - Primer Trimestre 2022,2.5,2022-04-21,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Música,4,3,5,PARTICIPACION 1,Participación en Música - Segundo Trimestre 2022,2.5,2022-07-28,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Música,4,3,5,PARTICIPACION 2,Participación en Música - Segundo Trimestre 2022,2.5,2022-05-09,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Música,4,3,5,PARTICIPACION 3,Participación en Música - Segundo Trimestre 2022,2.5,2022-08-25,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Música,4,3,5,PARTICIPACION 4,Participación en Música - Segundo Trimestre 2022,2.5,2022-06-03,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Música,4,3,6,PARTICIPACION 1,Participación en Música - Tercer Trimestre 2022,2.5,2022-10-28,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Música,4,3,6,PARTICIPACION 2,Participación en Música - Tercer Trimestre 2022,2.5,2022-10-25,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Música,4,3,6,PARTICIPACION 3,Participación en Música - Tercer Trimestre 2022,2.5,2022-11-20,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Música,4,3,6,PARTICIPACION 4,Participación en Música - Tercer Trimestre 2022,2.5,2022-10-21,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Religión,4,3,4,PARTICIPACION 1,Participación en Religión - Primer Trimestre 2022,2.5,2022-03-14,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Religión,4,3,4,PARTICIPACION 2,Participación en Religión - Primer Trimestre 2022,2.5,2022-04-05,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",CUALITATIVA
Religión,4,3,4,PARTICIPACION 3,Participación en Religión - Primer Trimestre 2022,2.5,2022-04-14,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Religión,4,3,4,PARTICIPACION 4,Participación en Religión - Primer Trimestre 2022,2.5,2022-02-04,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Religión,4,3,5,PARTICIPACION 1,Participación en Religión - Segundo Trimestre 2022,2.5,2022-07-25,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",CUALITATIVA
Religión,4,3,5,PARTICIPACION 2,Participación en Religión - Segundo Trimestre 2022,2.5,2022-08-04,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Religión,4,3,5,PARTICIPACION 3,Participación en Religión - Segundo Trimestre 2022,2.5,2022-06-05,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Religión,4,3,5,PARTICIPACION 4,Participación en Religión - Segundo Trimestre 2022,2.5,2022-07-23,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Religión,4,3,6,PARTICIPACION 1,Participación en Religión - Tercer Trimestre 2022,2.5,2022-11-26,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Religión,4,3,6,PARTICIPACION 2,Participación en Religión - Tercer Trimestre 2022,2.5,2022-10-26,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Religión,4,3,6,PARTICIPACION 3,Participación en Religión - Tercer Trimestre 2022,2.5,2022-11-05,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Religión,4,3,6,PARTICIPACION 4,Participación en Religión - Tercer Trimestre 2022,2.5,2022-11-03,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Matemáticas,5,3,4,PARTICIPACION 1,Participación en Matemáticas - Primer Trimestre 2022,2.5,2022-02-06,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Matemáticas,5,3,4,PARTICIPACION 2,Participación en Matemáticas - Primer Trimestre 2022,2.5,2022-03-05,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Matemáticas,5,3,4,PARTICIPACION 3,Participación en Matemáticas - Primer Trimestre 2022,2.5,2022-02-27,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Matemáticas,5,3,4,PARTICIPACION 4,Participación en Matemáticas - Primer Trimestre 2022,2.5,2022-04-09,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",CUALITATIVA
Matemáticas,5,3,5,PARTICIPACION 1,Participación en Matemáticas - Segundo Trimestre 2022,2.5,2022-07-08,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",CUALITATIVA
Matemáticas,5,3,5,PARTICIPACION 2,Participación en Matemáticas - Segundo Trimestre 2022,2.5,2022-06-03,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Matemáticas,5,3,5,PARTICIPACION 3,Participación en Matemáticas - Segundo Trimestre 2022,2.5,2022-08-27,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Matemáticas,5,3,5,PARTICIPACION 4,Participación en Matemáticas - Segundo Trimestre 2022,2.5,2022-08-09,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Matemáticas,5,3,6,PARTICIPACION 1,Participación en Matemáticas - Tercer Trimestre 2022,2.5,2022-09-24,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",CUALITATIVA
Matemáticas,5,3,6,PARTICIPACION 2,Participación en Matemáticas - Tercer Trimestre 2022,2.5,2022-10-16,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Matemáticas,5,3,6,PARTICIPACION 3,Participación en Matemáticas - Tercer Trimestre 2022,2.5,2022-12-14,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Matemáticas,5,3,6,PARTICIPACION 4,Participación en Matemáticas - Tercer Trimestre 2022,2.5,2022-10-17,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Lenguaje,5,3,4,PARTICIPACION 1,Participación en Lenguaje - Primer Trimestre 2022,2.5,2022-02-26,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Lenguaje,5,3,4,PARTICIPACION 2,Participación en Lenguaje - Primer Trimestre 2022,2.5,2022-04-14,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Lenguaje,5,3,4,PARTICIPACION 3,Participación en Lenguaje - Primer Trimestre 2022,2.5,2022-03-09,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Lenguaje,5,3,4,PARTICIPACION 4,Participación en Lenguaje - Primer Trimestre 2022,2.5,2022-03-19,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Lenguaje,5,3,5,PARTICIPACION 1,Participación en Lenguaje - Segundo Trimestre 2022,2.5,2022-08-07,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Lenguaje,5,3,5,PARTICIPACION 2,Participación en Lenguaje - Segundo Trimestre 2022,2.5,2022-05-05,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Lenguaje,5,3,5,PARTICIPACION 3,Participación en Lenguaje - Segundo Trimestre 2022,2.5,2022-07-01,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Lenguaje,5,3,5,PARTICIPACION 4,Participación en Lenguaje - Segundo Trimestre 2022,2.5,2022-05-28,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Lenguaje,5,3,6,PARTICIPACION 1,Participación en Lenguaje - Tercer Trimestre 2022,2.5,2022-11-14,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Lenguaje,5,3,6,PARTICIPACION 2,Participación en Lenguaje - Tercer Trimestre 2022,2.5,2022-11-27,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Lenguaje,5,3,6,PARTICIPACION 3,Participación en Lenguaje - Tercer Trimestre 2022,2.5,2022-09-03,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Lenguaje,5,3,6,PARTICIPACION 4,Participación en Lenguaje - Tercer Trimestre 2022,2.5,2022-09-09,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Ciencias Naturales,5,3,4,PARTICIPACION 1,Participación en Ciencias Naturales - Primer Trimestre 2022,2.5,2022-04-02,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Ciencias Naturales,5,3,4,PARTICIPACION 2,Participación en Ciencias Naturales - Primer Trimestre 2022,2.5,2022-02-23,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Ciencias Naturales,5,3,4,PARTICIPACION 3,Participación en Ciencias Naturales - Primer Trimestre 2022,2.5,2022-04-25,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Ciencias Naturales,5,3,4,PARTICIPACION 4,Participación en Ciencias Naturales - Primer Trimestre 2022,2.5,2022-04-25,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",CUALITATIVA
Ciencias Naturales,5,3,5,PARTICIPACION 1,Participación en Ciencias Naturales - Segundo Trimestre 2022,2.5,2022-08-23,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Ciencias Naturales,5,3,5,PARTICIPACION 2,Participación en Ciencias Naturales - Segundo Trimestre 2022,2.5,2022-05-04,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Ciencias Naturales,5,3,5,PARTICIPACION 3,Participación en Ciencias Naturales - Segundo Trimestre 2022,2.5,2022-07-07,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Ciencias Naturales,5,3,5,PARTICIPACION 4,Participación en Ciencias Naturales - Segundo Trimestre 2022,2.5,2022-06-28,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Ciencias Naturales,5,3,6,PARTICIPACION 1,Participación en Ciencias Naturales - Tercer Trimestre 2022,2.5,2022-10-12,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Ciencias Naturales,5,3,6,PARTICIPACION 2,Participación en Ciencias Naturales - Tercer Trimestre 2022,2.5,2022-09-06,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Ciencias Naturales,5,3,6,PARTICIPACION 3,Participación en Ciencias Naturales - Tercer Trimestre 2022,2.5,2022-10-14,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Ciencias Naturales,5,3,6,PARTICIPACION 4,Participación en Ciencias Naturales - Tercer Trimestre 2022,2.5,2022-11-28,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Ciencias Sociales,5,3,4,PARTICIPACION 1,Participación en Ciencias Sociales - Primer Trimestre 2022,2.5,2022-02-16,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Ciencias Sociales,5,3,4,PARTICIPACION 2,Participación en Ciencias Sociales - Primer Trimestre 2022,2.5,2022-04-29,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Ciencias Sociales,5,3,4,PARTICIPACION 3,Participación en Ciencias Sociales - Primer Trimestre 2022,2.5,2022-03-13,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Ciencias Sociales,5,3,4,PARTICIPACION 4,Participación en Ciencias Sociales - Primer Trimestre 2022,2.5,2022-04-26,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Ciencias Sociales,5,3,5,PARTICIPACION 1,Participación en Ciencias Sociales - Segundo Trimestre 2022,2.5,2022-06-03,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Ciencias Sociales,5,3,5,PARTICIPACION 2,Participación en Ciencias Sociales - Segundo Trimestre 2022,2.5,2022-05-13,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Ciencias Sociales,5,3,5,PARTICIPACION 3,Participación en Ciencias Sociales - Segundo Trimestre 2022,2.5,2022-07-13,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Ciencias Sociales,5,3,5,PARTICIPACION 4,Participación en Ciencias Sociales - Segundo Trimestre 2022,2.5,2022-07-07,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Ciencias Sociales,5,3,6,PARTICIPACION 1,Participación en Ciencias Sociales - Tercer Trimestre 2022,2.5,2022-11-07,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Ciencias Sociales,5,3,6,PARTICIPACION 2,Participación en Ciencias Sociales - Tercer Trimestre 2022,2.5,2022-09-01,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Ciencias Sociales,5,3,6,PARTICIPACION 3,Participación en Ciencias Sociales - Tercer Trimestre 2022,2.5,2022-09-29,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Ciencias Sociales,5,3,6,PARTICIPACION 4,Participación en Ciencias Sociales - Tercer Trimestre 2022,2.5,2022-10-03,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Educación Física,5,3,4,PARTICIPACION 1,Participación en Educación Física - Primer Trimestre 2022,2.5,2022-03-11,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Educación Física,5,3,4,PARTICIPACION 2,Participación en Educación Física - Primer Trimestre 2022,2.5,2022-04-11,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Educación Física,5,3,4,PARTICIPACION 3,Participación en Educación Física - Primer Trimestre 2022,2.5,2022-04-28,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Educación Física,5,3,4,PARTICIPACION 4,Participación en Educación Física - Primer Trimestre 2022,2.5,2022-04-03,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Educación Física,5,3,5,PARTICIPACION 1,Participación en Educación Física - Segundo Trimestre 2022,2.5,2022-05-02,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Educación Física,5,3,5,PARTICIPACION 2,Participación en Educación Física - Segundo Trimestre 2022,2.5,2022-08-11,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Educación Física,5,3,5,PARTICIPACION 3,Participación en Educación Física - Segundo Trimestre 2022,2.5,2022-07-28,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Educación Física,5,3,5,PARTICIPACION 4,Participación en Educación Física - Segundo Trimestre 2022,2.5,2022-05-08,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Educación Física,5,3,6,PARTICIPACION 1,Participación en Educación Física - Tercer Trimestre 2022,2.5,2022-10-02,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Educación Física,5,3,6,PARTICIPACION 2,Participación en Educación Física - Tercer Trimestre 2022,2.5,2022-10-11,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Educación Física,5,3,6,PARTICIPACION 3,Participación en Educación Física - Tercer Trimestre 2022,2.5,2022-10-20,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Educación Física,5,3,6,PARTICIPACION 4,Participación en Educación Física - Tercer Trimestre 2022,2.5,2022-09-20,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Artes Plásticas,5,3,4,PARTICIPACION 1,Participación en Artes Plásticas - Primer Trimestre 2022,2.5,2022-04-01,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Artes Plásticas,5,3,4,PARTICIPACION 2,Participación en Artes Plásticas - Primer Trimestre 2022,2.5,2022-04-12,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Artes Plásticas,5,3,4,PARTICIPACION 3,Participación en Artes Plásticas - Primer Trimestre 2022,2.5,2022-02-10,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Artes Plásticas,5,3,4,PARTICIPACION 4,Participación en Artes Plásticas - Primer Trimestre 2022,2.5,2022-04-09,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Artes Plásticas,5,3,5,PARTICIPACION 1,Participación en Artes Plásticas - Segundo Trimestre 2022,2.5,2022-07-16,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Artes Plásticas,5,3,5,PARTICIPACION 2,Participación en Artes Plásticas - Segundo Trimestre 2022,2.5,2022-07-27,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",CUALITATIVA
Artes Plásticas,5,3,5,PARTICIPACION 3,Participación en Artes Plásticas - Segundo Trimestre 2022,2.5,2022-06-12,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Artes Plásticas,5,3,5,PARTICIPACION 4,Participación en Artes Plásticas - Segundo Trimestre 2022,2.5,2022-07-29,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
